uid,has_photo,sex,has_mobile,followers_count,contacts,relatives,relation,personal,activities,music,movies,tv,books,about,quotes,albums,audios,followers,friends,pages,photos,subscriptions,videos,clips_followers,age,city,country
648249344,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,21,,
645333001,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,58,2,14,17,3,0,0,16,26,,
651165709,1,2,1,9,0,1,1,1,1,1,1,1,1,1,1,0,15,9,130,1086,3,15,2,139,40,154,1
649232401,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,89,,0,0,,24,,1
639664147,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,24,34,0,0,0,25,59,,
651264025,1,1,1,137,0,1,1,1,1,1,1,1,1,1,1,0,14,137,288,9,9,5,12,425,,154,1
644513821,1,2,0,4,0,1,1,1,1,1,1,1,1,1,1,0,0,4,77,32,9,10,1,81,24,1,1
650543134,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649297952,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,34,52,,4,0,,15,,
651853859,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650018851,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,6,1,59,7,21,0,3,60,,1,1
644055075,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649429034,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651755565,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650379310,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,57,140,,0,0,,27,,1
646709294,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650608690,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,2,60,3,19,0,3,62,,1,1
648511538,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642121781,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,10,7,1,0,0,10,,4797,1
640450615,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,16,0,0,33,0,0,0,0,25,,
651296828,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,5,0,0,0,1,15,,
642842685,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649232451,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
652050508,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,25,21,1,0,0,26,14,,
646381646,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,22,28,12,3,0,22,35,26,1
652542031,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,9,0,1,0,1,30,1958117,76
651067477,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,31,75,1,6,0,31,54,41,1
640614487,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
641957978,1,1,1,1227,0,1,1,1,1,1,1,1,1,1,1,0,0,1227,60,389,50,0,0,1287,,,1
650838118,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640778343,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,68,,0,0,,31,,
643629164,0,2,1,41,0,1,1,1,1,1,1,1,1,1,1,0,0,41,76,31,0,21,0,117,21,2,1
643956845,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651296888,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650543224,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,37,,0,0,,76,21166,11
649298042,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647528570,1,2,1,8,0,1,1,1,1,1,1,1,1,1,1,0,89,8,6,24,6,37,0,14,27,2,1
646938745,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,4,5,0,0,0,4,66,,
645005433,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,15,1,1,0,2,22,104,1
642089084,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642449541,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,95,1,42,57,7,4,1,43,30,,
651231366,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,0,0,5,17,3,1,0,0,22,47,,
643235975,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,10,8,0,0,1,10,16,,
650477704,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,10,3,0,0,1,35,10,1
647856265,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,3,40,3,0,7,413,0,43,3,14,21403,2
646316170,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,14,0,0,0,0,19,,
651591822,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,37,1,0,1,1,55,,
651460751,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,6,1,0,0,0,28,,
650838161,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,2,63,11,14,2,7,65,,1,1
643235987,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,67,62,,16,0,,17,,
642318483,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649592982,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,103,1,0,0,1,24,,
648282263,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,9,1,0,31,166,0,8,1,30,1,1
648282269,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,2,,1,1
644743327,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,5,,0,0,,44,,
647987360,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9,,0,0,,36,,
640221345,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640024736,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649265316,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649855141,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,5,,0,0,,48,,
652017839,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,38,0,0,0,0,38,,
639500463,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,15,1,13,12,0,0,0,14,,,
645365937,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,2,0,0,0,,,
641302706,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,61,3,0,0,25,16,147,1
640090289,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,72,26,,0,0,,19,1,1
642089144,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
643956922,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645202110,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,0,0,0,54,,
650903747,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,12,18,2,0,11,,1056646,1
645464263,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,32,,0,0,,73,1502875,2
643203275,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,8,1,83,237,2,72,0,84,21,,
642023627,1,1,1,13,0,1,1,1,1,1,1,1,1,1,1,0,0,13,29,29,2,1,1,42,48,2525,1
641564878,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,165,1,42,34,2,0,1,43,20,,
651788496,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,5,,1,0,,54,60,1
643956944,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
639598815,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,25,,0,0,,,,
639598817,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,18,,0,0,,34,,
646447336,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,237,4,10,17,1,0,1,14,30,3700,1
649003246,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
641958132,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,17,,0,0,,38,,
647758070,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,6,,31,0,,,,
641827069,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640418051,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9,,0,0,,36,106,1
647299334,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,7,5,0,0,0,7,32,,
643498248,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,2,0,0,1,18,169,1
641138955,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,3,2,24,28,3,12,1,26,15,72,1
647495951,1,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,3,22,17,1,0,0,25,66,49,1
642285848,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,20,,0,0,,23,232,1
651559193,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,8,0,0,4,4,0,3,0,31,,
650576154,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,5,4,1,5,0,5,27,,
649888027,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,3,95,7,7,2,0,98,25,2,1
647758111,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,0,0,4,0,5,1,0,0,4,45,1,1
639729951,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651886881,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649363746,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650379556,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,80,1,11,20,4,5,0,12,32,,
642416932,1,2,1,881,0,1,1,1,1,1,1,1,1,1,1,0,75,881,130,23,3,1,11,1011,26,2,1
644186410,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,7,25,1,8,0,9,36,1,1
639533359,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,3,9,5,0,0,4,35,,
645464369,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651788596,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,10,0,0,9,1,0,0,0,30,1,1
649101620,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650641718,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650477880,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,0,0,0,0,,1,1
643891515,1,1,1,6,0,1,1,1,1,1,1,1,1,1,1,0,0,6,3,8,2,0,0,9,53,8,1
651755837,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651428165,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,7,2,66,14,7,0,5,68,,1,1
651002191,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648642895,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651723091,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640483669,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,21,,4,0,,13,49,1
651428182,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,0,3,81,8,24,2,5,84,,1,1
649429340,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651428191,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649986400,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,6,0,3,39,1,0,3,3,,,
645431654,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649953644,1,2,1,11,0,1,1,1,1,1,1,1,1,1,1,0,214,11,263,227,8,68,1,274,46,5034024,9
648184176,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,48,1,0,0,4,,,1
652181873,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,0,0,0,51,,
645923184,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644743538,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,6,0,8,26,1,22,0,8,39,,
640647536,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,0,0,4,34,23,1,0,0,38,62,,
648249717,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,207,265,,5,0,,58,2,1
641237370,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,0,1,4,46,11,7,3,0,50,33,,
640516476,0,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,2,5,0,0,0,4,63,,
645661056,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,24,0,0,0,1,56,,
650772871,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647790984,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,14,0,0,0,1,33,,
646316423,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,0,13,0,82,25,13,1,0,82,19,,
651526542,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,37,,
650445198,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649265554,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,,0,0,,29,10,1
649822613,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,9,1,0,31,143,0,8,1,28,1,1
652083606,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,7,1,0,0,1,19,,
652345751,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644907417,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644219290,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640909721,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,26,0,0,0,2,,,
644841886,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,9,,0,0,,63,42,1
642744752,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,4,0,6,12,14,3,0,6,14,,
650543538,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,8,1,1,12,1,0,0,2,36,,
647823795,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651559350,1,1,1,6,0,1,1,1,1,1,1,1,1,1,1,0,2,6,184,15,1,53,0,190,,119,1
641499581,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,24,1,0,0,0,46,,
649003455,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,,0,0,,45,,
641237443,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
649003462,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645431753,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
650969547,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,0,0,0,0,38,,
640614861,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,582,,0,0,,37,99,1
647102928,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,9,0,0,30,113,0,8,0,28,1,1
649429457,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644317648,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,4,8,1,0,51,35,9834,1
646873558,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,0,0,0,0,43,185,1
651526615,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,39,0,0,0,0,38,,
645300694,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,15,,0,0,,33,882,1
640090595,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
639959529,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
646545901,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,5,0,0,5,0,0,2,0,25,14,4
649921006,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642253297,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,3,7,6,0,0,3,,,
646087156,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,138,,0,0,,33,1,1
644088308,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,11,0,0,12,1,0,0,0,14,,
645595650,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,3,9,2,0,33,95,0,5,2,31,1,1
648708613,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648610311,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,,0,0,,34,11442,1
649363978,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,0,3,66,10,10,5,10,69,,1,1
651756047,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,39,0,0,0,0,34,,
642089493,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,9,1,0,30,62,0,9,1,28,1,1
651330074,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,32,,
646119969,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,52,0,0,0,0,20,,
643498534,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,24,0,24,10,1,4,0,24,40,,
640942631,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,22,1,0,0,0,52,1802034,13
644481577,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14,,0,0,,27,,
646808110,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,62,11,1,0,0,62,42,,
648970799,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,0,0,0,0,71,,
641630769,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
643203643,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,24,3,113,0,300,17,,
642351677,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,42,,
640057923,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,10,,0,0,,20,,
650019397,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,2,58,8,12,0,7,60,,1,1
650445383,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
648872521,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644186698,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,9,73,0,0,0,9,14,,
650609231,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,7,3,1,0,3,7,65,,
643105363,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,62,8,,0,0,,49,2,1
646709844,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,7,1,0,0,2,14,,
650871386,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,15,0,0,4,0,28,,
642548314,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,9,1,0,0,1,28,,
650347100,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651559517,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,15,29,0,0,0,15,43,,
649691745,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
643924587,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,110,0,0,14,0,0,0,0,35,,
649429615,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
646316662,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,47,,0,0,,37,,
651723383,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,39,0,0,0,0,36,,
644645494,0,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,,0,0,,18,1057,2
651788927,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,39,0,0,0,0,32,,
645694087,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651559562,1,1,1,86,0,1,1,1,1,1,1,1,1,1,1,0,30,86,353,26,19,0,28,439,30,185,1
651723405,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,0,0,0,0,39,,
649953940,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640811671,1,2,1,17,0,1,1,1,1,1,1,1,1,1,1,0,0,17,132,87,1,1,79,149,36,88,1
643170969,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,7,,1,0,,18,,
649364123,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,0,3,72,5,16,4,7,75,,1,1
646840988,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,,,
651887263,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,22,35,0,1,0,22,26,,
650871456,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640516768,1,1,1,49,0,1,1,1,1,1,1,1,1,1,1,0,263,49,472,203,5,68,0,521,26,,
649691814,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645464745,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
643334825,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
647496368,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,109,,1,0,,,1,1
640844465,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,21,,0,0,,65,,
640287410,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,23,0,0,0,0,47,,
652444341,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,34,0,0,0,2,14,,
651264699,1,1,1,139,0,1,1,1,1,1,1,1,1,1,1,0,11,139,301,13,11,2,12,440,,35,1
650871483,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,,0,0,,34,,
647365311,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
644481728,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,497,93,,10,0,,20,,
648250051,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,57,2,0,0,1,,1919616,67
646841028,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,0,78,0,0,33,1,0,0,0,47,151,1
644383428,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,6,0,0,0,0,47,,
646283974,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
642286284,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,30,,
647332557,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,102,,0,0,,31,126,1
648938192,0,2,1,35,0,1,1,1,1,1,1,1,1,1,1,0,0,35,1,261,0,0,0,36,23,42,1
650707667,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,135,64,7,8,0,146,14,,
640221909,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,93,,1,0,,21,72,1
650379995,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,19,0,7,6,2,0,2,7,56,158,1
644907743,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645923553,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,2,0,11,1,0,0,2,71,153,1
648839908,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,497,,1,0,,39,2,1
652083946,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,11,9,0,0,0,23,,
645661421,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,3,0,2,1,56,1,1
650019566,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,10,1,60,9,23,0,6,61,,1,1
649200366,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,,0,0,,30,,
650642176,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
643040002,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,24,29,0,0,0,33,,
642253571,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,0,0,1,25,1,1
649233156,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645202704,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,166,,0,0,,,,
644350736,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,13,0,1,0,0,57,46,1
649429778,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,60,10,16,2,5,61,,1,1
640779029,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,40,0,37,55,1,0,50,37,,,
648741655,1,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,3,8,26,2,0,1,11,,149,1
651002652,1,2,1,12,0,1,1,1,1,1,1,1,1,1,1,0,0,12,96,4,1,0,0,108,64,130,1
650117918,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,97,,0,0,,,,
649986849,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,3,4,11,3,0,0,7,,2,1
649593633,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,45,2,0,0,1,44,,
646906659,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,3,2,0,9,1,2,0,2,41,,
652411699,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,10,0,0,0,1,14,,
649429811,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645366583,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,,0,0,,32,,
639796030,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,217,93,,18,0,,39,130,1
651756358,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,0,5,3,15,8,1,0,0,18,34,42,1
641270607,1,2,1,27,0,1,1,1,1,1,1,1,1,1,1,1,7,27,3,10,3,5,4,30,24,1,1
643040083,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,23,,0,0,,,,
642941781,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,173,,0,0,,,,
640779093,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
651035482,0,2,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
645464925,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,33,,0,0,,,158,1
650019687,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,10,2,58,5,19,0,7,60,,1,1
640189289,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,16,,
